rating,title,text,asin,parent_asin,user_id,timestamp,helpful_vote,verified_purchase,positive_sentiment,negative_sentiment,neutral_sentiment
5.0,Affordable!,Great item,B01KF0FJX2,B096Z4H1CP,AHCDFQA4WUQEOMBEYQOYECNCK6UA,1579094764118,0,True,0.0119,0.0496,0.9385
3.0,Beautiful Case...Material Quality Could Be Better,This is a beautiful phone case however the quality of the material could be improved upon,B07D6KKNDW,B07D6KKNDW,AH5AEBEJV4QBCRM55KEZRDOKPSBA,1551839599429,0,True,0.0132,0.034,0.9528
2.0,Hate these film protectors,Pixelates the screen leaves impossible to smooth bubbles and feels sticky to the touch not smooth like glass If I could get ahold of a better option for the P pro I would bit for the time being I guess I ll use this and hope the frame it leave uncovered doesn t get scratched,B09JL7RHSS,B0C5CZRMJC,AH5WDT4WMEUGYGUKU4HCBMEIM7KA,1636415666504,0,True,0.4718,0.4523,0.0759
5.0,Fast delivery,Excellent turn around time,B0816KV4JN,B0816MKBZ8,AH467AZR47O7UL4FIFYS3S3AYVJQ,1637866089947,0,True,0.0084,0.0365,0.9551
5.0,"Received Glass, not Glass+ as pictured",Excellent product I ve been using ZAGG for years However the photo shows Glass and I received a Glass,B07WNKFGPJ,B08K1BHPXS,AEGSZUHSMGOGHW5JRETVVSJEURSA,1592761186802,0,True,0.0065,0.0447,0.9489
5.0,Good Looking Case,Makes buttons harder to push,B0772T7N6M,B0772W5DWX,AFHVYBC5ZTU4I3BFJC6Y4S4NMKRQ,1556397625815,0,True,0.5265,0.4437,0.0298
5.0,Good but..,Put a little bit of super glue and it will stick really good,B07PRBJTFT,B0B537NVB1,AG5AHHBECT7QGYYQKQ6UY7AMPCDQ,1658587707163,0,True,0.0182,0.1689,0.813
1.0,"Poor material and craftsmanship, so not bother.",Loved the case until month of owning it and all the corners are worn white Cheap plastic is not colored all the way through and now the case looks cheap with white corners br UPDATE By month the finger ring broke off Pure garbage br Also the screen protector is flat and the screen has a bevel After having the screen protector on for less then day it cracked where it lifted over the bevel So the screen protector was removed immediately Not worth the money,B08L3LDM78,B08L3LDM78,AENT4G4WJW2QOIZPSYTMLEBLL5IA,1619140495304,1,True,0.8194,0.1421,0.0385
4.0,Okay Product,The glass protector is thick and does help but can scratch and crack Does not protect the edges of the phone so be careful of dropping it,B07FQY28GR,B0BHSHTCK2,AGDTM6XPNNCYWGGJNUA72L3XXCVA,1599977669115,0,True,0.5485,0.4136,0.038
5.0,Love new case!,This was the first time I tried this type of case and I am really liking it It has slots inside for credit cards a wrist strap for easy carrying and magnetic closure All buttons are easily accessible Color is nice as well,B00NXMIIZG,B00NXMIIZG,AGXFA4FIU7VZOJ7FHAWZYVQMW77A,1431949583000,0,True,0.002,0.022,0.976
1.0,Screen broke after minor drop.,Phone dropped about feet to the ground from scrub pockets nurse Phone landed flat on tile face down Face shattered br br Saved on cheap case Screen replacement br br Get a quality case instead of thsncheap crap,B07JQQR2HC,B07JQQR2HC,AGN4X7XIDLQDOFEWCNDTKYC5AJ3Q,1554072480345,0,True,0.8535,0.1295,0.0171
4.0,Pretty and fits well,All holes match up I got this thinking I can use my pop socket but the flowered design albeit very attractive is raised so it won t stick Other than that it s very cute and hugs the phone nicely I ve dropped it several times and phone survives,B07MW2F7GX,B07MW2F7GX,AEQTK6NK7M44Y247FLUY7JNJJKAQ,1583573300370,0,True,0.1773,0.4602,0.3625
5.0,Fitbit Versa 2 Band,Really do like this band Well made and a good price,B07Z4P2DYC,B07Z4P2DYC,AE3H76FWOASBHIAP4JOD4TTYJJAA,1578335896929,0,True,0.0032,0.0181,0.9787
5.0,Five Stars,As described,B076P6ZLCW,B076P6ZLCW,AHU4BIQDQS5LNEHN3FT4626IGQOA,1532217507378,0,True,0.1725,0.733,0.0945
1.0,Doesn't charge correctly,This battery is fully charged When plugged in to a device it will charge my device for min before stopping I can push the little button and it will charge for another minute Am I supposed to keep pushing the button times am hour I would think not,B01422TC14,B01422TC14,AEALVP7QKXXLWNNPG5FWKYBV4INA,1512243038271,9,True,0.0201,0.6914,0.2885
2.0,1 of 2 screens is missing the adhesive.,Debris seems to cling easily,B074T23W91,B07Z5CDSGB,AFWT5HFXZJQDQMQ7KKETCZ6FQVEQ,1538499772730,0,True,0.2158,0.6889,0.0953
5.0,very good product. thank you. happy with it.,awesome product i also like the packaging i like the tripod it is good and durable on the desk also floor if you have a plus size phone be careful make sure you adjust the stick shorter otherwise tripod is not gonna handle it also if it is windy again be careful with the tripod stand,B0746B6GP9,B0746B6GP9,AGDT3NTRES47WHT26YWV2CVOLOYQ,1504914562204,1,True,0.0069,0.0457,0.9473
5.0,Perfect Fit Great Protection,Great quality and fit Rugged without being bulky Slips on easily and stays in place Removes easily when necessary Also fits LG G Vista,B00ZVIB0H8,B00ZVIB0H8,AHOJO72646URCNYWGQC6G3233GVQ,1464107450000,0,True,0.006,0.0904,0.9037
4.0,runs small,I measured my wrist just as was suggested and ordered the size It fit but was snug too snug I really needed the size The price is right,B08NDST9M2,B08NDST9M2,AE3GMW3XEEFNIWUHVSC2XUXYMAQQ,1613082130531,0,True,0.0722,0.5352,0.3926
1.0,Gets really hot,I don t understand how I can be the only one noticing how hot it gets My previous one died during a power outage and I thought that one would be safe I used it to charge my phone and it became extremely hot in a couple of minutes which sounds like a fire hazard to me I m sending it back,B01GDV2L56,B08D7SSH1N,AH2RYKZWYTWFM5K5I4ECQGHATBOA,1532403664226,11,True,0.8912,0.1002,0.0087
5.0,Five Stars,Good,B06XP87RB5,B06XP87RB5,AHN5DDGTUFKVJA7C5MKIDGP4G4PA,1500092541507,0,True,0.0527,0.2628,0.6844
5.0,Works great!,Charger works well Does take a little longer than the origional but it works just as expected I LOVE the sulucone plugs They fit perfectly and I love the variety of colors I wish the Fitbit came with these origionally They are an excellent product,B01LY4PHVV,B01LY4PHVV,AGONUH2JSBVOEEBFHKJ33YXV3KMA,1506348024798,0,True,0.0034,0.022,0.9746
4.0,effective but slow,Not bad Not exceptional Charging with indirect sunlight through a window is ineffective pictured Charging in direct sunlight outside it will take hours to fully charge say an IPhone based on my test runs That was not impressive for me br br Durable Foldable Portable Those are all the plusses for sure br br I do not feel like this is fragile or that I will break it I just purchased a USB to DC adapter and going to see if this solar panel is capable of other applications Overall thus far effective but slow,B07SLZZPCB,B0BLD14SBH,AEF4QCBYMXQN3RDFNM4ZXM67UTJA,1635213833876,2,False,0.6443,0.3125,0.0431
5.0,Five Stars,I like it,B00L0RK1JC,B00L0RK1JC,AEE7M6SSLM6MOAKW7X5KGVI3QVHQ,1431783737000,0,True,0.0278,0.2356,0.7366
5.0,Awesome blossom,The white color gets a little grungy and is already pen marked from being in my pockets but overall this case is a beast and has protected my phone from every accidental drop I have a Nexus and it is a little too big for my hands constantly slipping out but man I never worry when I drop it cause it s got this case on,B00MIPS886,B00MIPS386,AGY5DR6DHSTB5G2XFRWWU3VDUXPA,1495757838000,0,True,0.1369,0.3108,0.5523
4.0,"Make sure you get a true No contract phone, NOT a Brightspot version",Warning The description says No Contract TMobile but the phone as shipped here is as supplied by Target specifically usable ONLY with the Brighspot subset of T Mobile services Truly unlocked Zingers cost more around If you are OK with Brighspot service fine but beware otherwise Or look for unlocking services running about after which you can use any prepaid GSM service provider In fact I cut down an old legacy mini SIM which had prepaid G minutes on it and that worked The combination of G for talk and text and proper internet web service through WiFi meets most of my needs at a truly bargain basement cost I have upgraded from to stars on the basis of a properly unlocked phone Amazon lists that separately as if it were different br br UPDATE I now rate it stars I bought a second one for a family member from Best Buy also sometimes on sale at Wal Mart for get this br br My favorite apps besides YouTube and Google also GMail are MajicJack allows free US calls via a WiFi connection and the MapFactor GPS Navigator which can download free OSM maps WORLDWIDE I also installed ES File Explorer which lets me access all my media files on a network server again through WiFi and then play those files through either the built in plyer apps or my favorite VLC Player for Android The MagicJack App is especially neat Wherever I have a WiFi connection my US calls are absolutely free If not I can still use the normal cellphone mode using my prepaid T Mobile SIM br br The Mapfactor Navigator is incredible especially with the FREE maps available better TomTom maps are also available br br OK so the camera is not much good and the tiny screen is hard to use for messaging get a stylus Add an SD card for storage GB can hold a LOT of MP or MP media files,B00O15MXD2,B06XNJR5Y2,AEWUCQHWICX6MWI6HIPKHJIFMYSQ,1434492212000,4,True,0.0643,0.7277,0.208
5.0,Great wireless charger,Works as intended I purchased this along with the SainSonic S Wireless Charger for my Galaxy SIII Together it can charge through my case without issue The USB cable does seem flimsy so I would try to avoid any wear and tear on it for fear of it breaking off from the charger,B00GN5U5N8,B00GN5U5N8,AFU4RZPEQL4OYWWPEDDNCBPRWHVQ,1399058451000,0,True,0.0076,0.3191,0.6732
5.0,Perfect,Love this case,B01K6PB25U,B079PKXWBH,AGKPD6W53WDQXSHM22VZ6HRTZYHA,1632956583048,0,True,0.0085,0.0297,0.9618
5.0,Works Great,Nice value pack of chargers Cables are thin but durable Chargers work fast,B0BM8Y7DJF,B0C3X47JYK,AGCAAUCLENEPCQYHAWU4T5JAJCZQ,1677184758861,0,False,0.0062,0.0454,0.9484
5.0,Great looking and durable.,I bought a brand new iPhone Plus in I never liked the oter box cases because they were bulky but I found the Kickstarter in for Mous in my search for a case I bought two cases and went through both and I just recently replaced my for an in Never had to replace a screen or fix any damage I never dropped off a crane but it lasted years of every day use and drops working as a PE coach and Elementary School youth leader it kept my phone in one piece Also the materials also set it apart visually,B07DHDBPRS,B07DHDBPRS,AEMXKDJBQQQ2A75HPHN5KOM3DXDQ,1603213030579,0,True,0.1084,0.5259,0.3656
5.0,LOVE!,Bought this for my mother and she absolutely loved it so did I Am planning on purchasing the same one in gold for myself Great product price and quality,B00N3B1R32,B00N3B1R32,AHXYXYHXGDZ5FB7JR2HZVT63NBSQ,1448985326000,0,True,0.0028,0.0135,0.9838
1.0,Awful,I received a single strap that looked completely different was made from a different material and didn t even fit the Fitbit,B08K47GCTH,B08NYTQPJB,AGUSKF7M4NXFUQQM3BAJZKKWYOZQ,1618399476222,3,True,0.7936,0.1939,0.0126
5.0,Saved our phone!,Great quality and great price Easy to put on and has saved an iPhone from a shattered screen Would highly recommend,B01JBTPHJ4,B01JBTPHJ4,AFBG2AN3X4PZW4GWEZQERBG4SG6Q,1536678681327,0,True,0.0061,0.0237,0.9703
5.0,Case,Dropped it and it was perfect,B07XFNL7S4,B07W4KSZTP,AEU7KL5DHSYZIW4NO5XF632SPHJQ,1578425856361,0,True,0.0054,0.0237,0.9708
5.0,Best one we have found,By far the best I liked it so much that my husband tried kept commenting on it so I bought him one too Now we have to wait for it to arrive Ugh Very sturdy I have crashed a few times and it did not release my phone Great for both the road and mountain bike,B08DHLR29X,B08DHLR29X,AG5WUBWFLOY2VNHIBZ3MFX37Z4ZQ,1613235922276,0,True,0.0146,0.0343,0.9511
5.0,Nice,Nice,B09L4N12J2,B09L4KFYLG,AFT5SMTQAV2SUK4JSHMX7KTP3KDA,1648757507627,0,True,0.0409,0.1851,0.7741
5.0,Perfect,This is an excellent belt case carrier Used during construction of a shed and it is comfortable and durable,B072MSB7HN,B081D65SFZ,AG7IZLZCBBFGY7BMQIOIWXVFNROA,1578585461775,0,True,0.0042,0.0432,0.9526
4.0,Nice and well worth it!,Update I ve had this product for several weeks and it has thus far stood up well Highly recommended br br First customer service from this seller is great I had to initially cancel the order and they were very gracious I ended up reordering it and it came quicker than expected The case itself is very nice and fits well and snug Does not seem cheap The translucent clear gives the back a muted silver look versus black but I think it s an enhancement The screen protector however came undone a day after use maybe it was my error the way I applied it For the price it can t be beat out of,B01HM6SV1E,B01HM6SV1E,AFUZBE624MKU67DPJD76C2D2LDKQ,1478703504000,1,True,0.0113,0.0501,0.9386
5.0,Works great!,This is a great portable battery It s definitely not made to charge with daily but it charges my phone quite quickly when I don t have an outlet available,B08527CGRT,B08527CGRT,AFVU4CHWEWUYE54DG4T2GHMSRZJQ,1601189340686,0,True,0.017,0.0791,0.9039
3.0,Kids like it,Kids like it,B099P9QJ5C,B099P9QJ5C,AH2BNA5ZPET5H57UECHTQAWMW7NA,1660706822933,0,True,0.0236,0.3316,0.6448
5.0,Great smartphone holder!,This is a highly recommended smartphone holder on the Interweb I purchased this for my wife s car and the number of times I ve used it have been very good I wasn t sure I would like the push button but it actually is convenient and allows for one handed operation It is large enough to accommodate my Samsung Galaxy S and my wife s Apple iPhone I m considering replacing mine and getting one for my car,B00JRGOKQ8,B00JRGOKQ8,AHG2P2FPFU3KASGPG2WOY4QV3TOA,1414680698000,0,True,0.0046,0.028,0.9674
5.0,Picks up my voice well and sound quality in my ear is great!,Picks up my voice well and sound quality in my ear is great,B0B9NHNYNG,B0BCQZZX8Q,AG3HH7EPSUC7EI7MPN3VG2WO4DHQ,1675537872202,0,True,0.0046,0.0245,0.9708
5.0,Five Stars,Excellent Stays on the dashboard of my car Not problems for a month now Sturdy,B01DSZQU2K,B09M36MTJR,AFZAX5F63GET362RALANQBHLWGLA,1537090411543,0,True,0.0092,0.0765,0.9142
5.0,Fits Perfect,All is good Do not know durability because I have not dropped my phone yet,B09BFF3R8Z,B0BQDVTL2W,AGTXVZNU2CY2HM5F7YG4USPGP4HA,1636128825145,2,True,0.0964,0.3368,0.5668
1.0,One Star,Case broke within first month,B00MHFE6U6,B00MHFE6U6,AFOTKK23OZECVHQFQJFDTCTO33QA,1431105442000,0,True,0.7332,0.2455,0.0213
5.0,Awesome charger!,Awesome charger,B0827T9Y5Q,B0827T9Y5Q,AEFCH5VTVLZADZW3UCEJ3RHNSYTQ,1655851182914,0,True,0.0084,0.0376,0.954
1.0,Not good,I like nothing about these They bubbled and peeled off,B09KN6VVZW,B09KN6VVZW,AGN7HUVTTFNE6FCBTZBHTKREMP3A,1673379715808,0,True,0.883,0.1036,0.0134
5.0,excelente,apropiado,B09V5MJ787,B09V5MJ787,AEP7FYEHCAKFBMTF54FRHLZ2LPAA,1678987968618,0,True,0.1517,0.7204,0.1279
5.0,Worth the switch!,Looks like new Works great Long battery life Great seller,B00FBTZB7W,B00FBTZB7W,AEYOFYQOH7EYYBRAEBZDKZXRFWEA,1539385698380,0,True,0.0041,0.0182,0.9777
1.0,You get what you pay for,This is not good I could not get the bubbles to smooth out I have it on there still until I buy a better one,B01BPSZPIM,B01BPSZPIM,AFS3H6RRE5UMRZAJG5U6W6SOXQ6Q,1496951078000,0,True,0.9396,0.054,0.0063
5.0,Unique design,Love this flowing glitter,B08K2NF713,B0CC598ZKS,AGQZLMTZQIDKF5TVONCEKR2SZANQ,1609890907959,0,False,0.0087,0.0209,0.9705
1.0,One Star,It s awe flu I will be sending it back,B00AWCZYG6,B00AWCZYG6,AHP4FCF3VXKASZZBXPZ6OVI3UCGQ,1441157176000,0,True,0.7157,0.2653,0.0191
3.0,cigarette lighter split charger,I was disappointed that it stuck so far out of the main plug and it doesn t stay in no matter how far you try to push it in In the end it was not a functioning plug in for me Also the photo indicated you get spare fuses but it only came with Misleading I just dropped it in the donate pile It might work for someone but did NOT work in my Lexus RX,B07FDQLL7K,B07FDQLL7K,AFZUK3MTBIBEDQOPAK3OATUOUKLA,1585237655009,0,True,0.8914,0.0996,0.009
5.0,Nice wrap,This is a very nice case Soft so it doesn t slide The translucent back shows the apple The camera lenses and face are fully protected Not overly large as well I really liked it the first time I put it on,B08CVRF16G,B08PBYK7D5,AFJQKK7TUBI3N3Z45R6AFIVS4Z5A,1657162830008,0,True,0.0068,0.0367,0.9564
5.0,Pretty and practical,I love this It fits snuggly on my iPad Pro My Meko stylus fits nicely And the design is pretty,B01H6ZOU5M,B01H6ZOU5M,AHVWZJWNAUEESC2DOCUBUBZP2HUA,1493247955000,0,True,0.0029,0.0091,0.988
5.0,True value,Fits both of our Samsung J phones perfectly while keeping down the bulk you see in many other cases Plenty of protection from the standard everyday drops etc and all the cutouts line up perfectly,B01N6LQGQN,B01N6LQGQN,AHWAZSFEBMXF45QBMFEQ2ZFAFNBQ,1534004802741,0,True,0.0076,0.1094,0.883
4.0,The micro cable,This micro cable is short enough to not wast electricity though the wire And it appears to be well built,B00B3NWGGO,B00B3NWGGO,AFGBEKOCYNTR5B33ZB7OSUWGKV4Q,1405854450000,0,True,0.0074,0.1064,0.8862
5.0,Great charger,This is a great charger I connected it to my air vent and it s solid Did not try the suction mount so can t comment on that Charges fast no problems with the thin case I have on my cellphone,B07MX1YXNS,B09KGXR4HF,AFC3JD22EM6OCIRFXWEWJZX2VSLA,1566052128647,0,True,0.0127,0.0508,0.9365
5.0,Looks great.,Looks great and easy to change the size,B0739M2NL6,B08D3HGCTX,AEYWFVA3D3NUAKAKCETEVGFTEPQQ,1545871412904,0,True,0.0043,0.0242,0.9715
5.0,Nice little case,Nice plastic clear case Isn t super sturdy but give enough protection to keep your phone looking spiffy if need be Over great item for the price Would recommend,B09NBNWPD7,B0C3RBV749,AGL3NDIOMDLE2BS7WPF6GHLE77ZQ,1655177942772,1,False,0.0111,0.0755,0.9134
5.0,Sent back,Sent back,B07Y832H8B,B07Y832H8B,AE2XJ3H77PRMTSK2H2YIKGJYLTIA,1636602039405,0,True,0.0508,0.7062,0.243
5.0,Quality = Manfrotto,This is yet another reason why Manfrotto has such a wonderful reputation Their nickname should be Quality,B00D76RNLS,B00D76RNLS,AFINO7BNAISEM4XHLS4RFUVBCSFQ,1527713574461,0,True,0.0075,0.0263,0.9662
5.0,Just Okay,It went on easily but had to change from fingerprint because it doesn t take it unless you push really hard a couple of times I dropped my phone a couple of times and the case pops off,B07K68HXJY,B07K69JRN2,AE47I23PECQDARGWLKIPLYAIEBYQ,1643899582338,0,True,0.5637,0.3871,0.0492
5.0,Well built and sturdy,I don t know why anyone will try to convert a micro usb to a usbc plug but I ordered these by accident and returned them but when I looked at them they were nicely built and I m sure it would have worked exactly what the title described lets you plug in a USBC cable into a micro usb adapter its way more common to have a USBC to micro USB adapter than the other way around,B01AHKYIRS,B01AHKYIRS,AHNA4Y4ZEUD5TKJASATY35LBA7YA,1589784283050,1,True,0.232,0.5298,0.2382
5.0,Great case for money,This case is slim and fits the phone great Case arrived on time and was packaged well Great product for the price would buy again and recommend,B00VJV1DOQ,B00VJV1DOQ,AFGP5S32GSMOGZWGALKRGR4ICWWA,1495208415000,1,True,0.0039,0.0131,0.983
3.0,Okay,It s okay,B013W95HPS,B013W95HPS,AENRRODHNVOBKBZAWDYNGWZB3ZWQ,1465211904000,0,True,0.0398,0.3923,0.5679
4.0,Not a Quick Qi Charger,Get s the job done when you are not in a hurry It will still charge just at a slower rate than a quick charger would Good for in the vehicle while driving or on your desk while working I will use my wall plug charger when I need a quick charge but for the convenience while driving where I can just lay my phone on it or a friend can do the same and not need to look for the right cable is a bonus as long as the phone can Qi charge,B07GZZX37F,B07GZZX37F,AFLBAN547TFMIB5XS4EHUKNCUTGA,1595729896567,0,True,0.0541,0.5823,0.3635
5.0,Good Heavy Duty Product,Works Good For me,B07LCPPTJB,B07LCPPTJB,AFUU3Z6I4AMD42KDNQW4K4DBRT2Q,1566912444086,0,True,0.0046,0.0407,0.9548
5.0,I loved it,I loved it,B01MCT7HOY,B01MCT7HOY,AFKOORBAGTFQ6KOPUD7RRB2BYNZA,1659050096845,0,True,0.0084,0.0401,0.9515
5.0,"Bulkiest, heaviest, best protection",I purchased cases for my Note to compare and ended up weeding out all those that a didn t have a built in screen protector and b didn t have a cover for the s pen outlet All had a clear back plate so I could continue to enjoy the aura glow color This had the best corner protection the best plugs for the ports and s pen and the thickest clear back plate The inner phone insert is hard plastic the outer is a rubber that has fair grip The I blason without the built in screen protector had the most buttery smooth and best gripping rubber outer edges The plug for the power outlet and s pen was evil to open the first few times and definitely takes focus and work but after having my s pen fly out at every bump with my Note and recently my phone flew off my work vehicle hood and the phone TUMBLED onto the road at mph phone was fine s pen had flew out and shattered I m done with not having an s pen outlet cover br br I d recommend this case for anyone who s Note leads an unsafe lifestyle and wants to enjoy their phone s color but is worried about a damaged cracked screen I ve had too many screens shatter with just tempered glass or liquid screen protectors on so a built in ON TOP of the one that comes on the phone is my plan of action br br I wish it came with a light colored insert on the front which would make the screen look bigger than it does with a black outline br br In the group shots this case is first on the left with the Note inside br br Update I ve now bought three of these things not because they break but because eventually I abuse them so much the front clear cover gets so scuffed and scratched it s distracting I can t believe all the serious crashings falls my phone has survived in this thing UNSCATHED I m talking corner drops from up to ft in height onto concrete tile etc Really happy with the protection,B07V1BW6WM,B07V1BW6WM,AHSO67ZJNYBYIVEIYDHF7QMCBUJQ,1566611110273,21,True,0.0583,0.427,0.5147
5.0,Nice looking and updated,They charge our iPad iPhones fast,B08CXT5CM7,B08CXT5CM7,AHWFJZKOUI2EMNQSPHDDDSMOOF4A,1618111861933,0,True,0.0817,0.5873,0.331
5.0,It’s good.,I liked that the edges feel slightly higher than the phone itself Comfortable gri,B07T2NBLX9,B09PLX4LBY,AH5RLD2PZZSTQ5JNCNIJNFMTTHTQ,1582858283058,1,True,0.0072,0.0957,0.897
5.0,Five Stars,Love case Nice leather,B00N53J41A,B00N53J41A,AFVVC76FEX76JISS3ESNSU3UJYYQ,1444688625000,0,True,0.014,0.0388,0.9472
1.0,Fell apart,We purchased two of these for our iPhones at twice the current price After about months they started to yellow and the sides on both of them cracked and separated in less than a year The grip was never good on these And my fingers were always inadvertently hitting the sides of the phone screen Another total waste of money on junk,B099NBM4PG,B099NBM4PG,AHOVIQSYYXAW3ALQ727FIBK7AIDQ,1673984416952,0,True,0.9141,0.0762,0.0098
1.0,Don't waste your money,Volume power buttons EXTREMELY hard to press once the case was on I couldn t get it off had to break the case TRASH,B01E0WEFFY,B01E0WEFFY,AHTONPRFZIP6WG63ZKEXCOUYQV3Q,1513818974779,0,True,0.9089,0.0806,0.0105
1.0,Black Horizontal Leather Pouch For HTC Hero Phone,MONEY WASTED Lasted about weeks in all stitching came apart after weeks snap button for belt loop came off after about weeks Did not cost much but still a complete waste of money Much better products available at other sites,B002SJ0MWC,B002SJ0MWC,AFBJ6EAWPWT4KOFCVXOLBJSSWCYA,1282654220000,0,True,0.8982,0.0889,0.0129
4.0,It fits,Fits my phone but could alittle more durable,B08FJ1L4FK,B08FJ1L4FK,AG7DRL7CVJNE6RMNRV5EED6BVY2Q,1620237674615,0,True,0.0267,0.2884,0.6849
4.0,Four Stars,hard to press buttons,B00TOYK8DC,B00TOYK8DC,AGQU5E7FTKXTJ2L2JJEM4KGRNTVA,1479906425000,0,True,0.3227,0.6111,0.0662
5.0,Extremely easy to apply,Extremely easy to apply I didn t use the frame to help apply it either I buy a lot of these because I have children with expensive phones also Don t wait Buy this,B07BH2BFLD,B07BH2BFLD,AHTYVHB2C2ASFD2IX6QSKGVHH4SQ,1523657374082,1,True,0.2282,0.3385,0.4333
4.0,Simple and beautiful,I love this clear case for my Not Pink Pixel It showcases my phone instead of covering it up The dot grid is very effective and I like that the grid extends unto the sides of the case I can see why some people have commented on the precision of the cut outs and buttons My side buttons are aligned just not perfectly it doesn t bother me or affect my use of the power or volume buttons and I don t spend my time staring at the side of my phone I tend to look at the screen most often The cutouts for the back camera and the fingerprint are perfect My only complaint is that the material of the case has a tendency to pick up body oils it doesn t look bad it just feels icky so I clean the case more often than others cases I ve had for phones in the past However is that such a bad thing Phones are filthy and germ ridden so I don t mind feeling the need to clean it more often The case does have a small lip that will protect the phone if it falls unto a flat surface I had no problem using this case with a screen protector on Overall it s a great case lightweight thin and aesthetically pleasing If you want to show off your pixel in it s natural glory then get this case,B07H822S39,B07H822S39,AGE7PTHXFLTIZJNMSGVDDKB4UTKQ,1542735448406,4,True,0.0232,0.1203,0.8565
5.0,Good phone case,Not a big phone case but does a good job protecting it It s a nice looking case as well,B01A7ICWTQ,B01A7ICWTQ,AE24VH64NWRELC6FZVDXPF62EIRQ,1500593642909,0,True,0.0123,0.0752,0.9125
4.0,Beautiful,Nice sleek sophisticated Fits cards and bill and still lays flat and closes won t nicely hold more than that,B07MDDV4MY,B07L18972W,AGEMNL3BFVXGHFJBMM4NV5BF2QHA,1617398021634,0,True,0.0289,0.2385,0.7326
5.0,protected phone,Other then case was in the way of my beats earbuds fitting in phone it did its protection job Only the straight plug can fit mine have a L shape connector,B00J331PCM,B00J331PCM,AGQVAJ6Z3K6TWXPP2MFAAYPP3HLQ,1432335084000,0,True,0.141,0.6734,0.1856
1.0,Not durable,Does not last to long,B01EFKRR88,B0B8JY6HFQ,AHOXYDICH57CMI6LHGFAVPF5RZWQ,1533918729441,0,True,0.1711,0.5019,0.327
5.0,The fit.,It fits perfectly and the right size for my wrist,B098N5XJFS,B098K2W52X,AFGQSZSURKE2VFYC4QC47CDAGT4A,1638316239139,2,True,0.0046,0.0989,0.8965
5.0,Five Stars,Nice fit not too bulky Great price Easy on and off Seems sturdy,B017TT6TPE,B017TT6TPE,AHSQBVUHF6MAR6G6UV52W7SDQ6ZA,1467807658000,0,True,0.0127,0.0706,0.9167
1.0,Fits too small!,This phone case said it fitted well for the type of phone I have and it fits too small for it Definitely not pleased br Sadly I threw away the package information bag of it,B08KXSSZC3,B08KXSSZC3,AGR3DQDQJWDKKNZM4ZFKGCOLCOMA,1628882817600,0,True,0.842,0.1414,0.0166
5.0,BETTER THAN a FELT TIPPED PEN! WORKS ON EVERYTHING,First I m writing this review with this fantastic in hybrid stylus It s so easy to tap the keys it s a pleasure to play with it Also I purchased it after several misses and too much research I had purchased a Wacom intuo and found it too noisy and kind of dumb to be connecting and disconnecting and charging It went back at a hefty price tag I also bought a rechargeable apex by lynktec longing for the days of the felt tipped pen It wasn t really noisy but it also needed to be charged and turned on just to work Then one needed the pressure of a gorilla to make it work After a sec video of gorilla pressure showing blue movement as the pen went across the screen customer support declared it was working beautifully as it didnt skip On sale for it too went back and I went back to doing more research Now i have found this FANTASTIC stylus It works on the iPhone on my mini iPad and on my android It works on my friend s Samsung Galaxy phone and my kindle AND best of ALL it works on MyScript Smart Notes and Memo both free with OCR handwriting into notes or for bucks add on it sends the OCR to Dropbox Google etc I LOVE THE STYLUS,B00HQ2GWKC,B00HQ2GWKC,AEJ5MEPWLFJUO24YNHYK5GDMAJJA,1416016961000,0,True,0.0181,0.1058,0.8762
5.0,Awesome Mic!,I ordered the EACHSHOT Smartphone Phone Video Film Filmmaking Recording Microphone Kit Filmmaker Mini Tripod with Shotgun Video Mic Video Rig for iPhone Pro Max X Plus Plus Samsung Huawei etc for review br I ordered this kit mainly for the Mic It is an amazing little mic for the size and it works great with both my mobile phone and DSLR The included dead cat that comes with the Mic is a bit tricky to put on as it is pretty snug but it s nice to have and works well for reducing wind noise The Mic itself does not have any settings for volume but those can be adjusted via the camera or editing software The included mini tripod and phone mounts are just bonuses and both are of good quality I do wish that the Mic would have come with a hard case to make it easier to just thrown in my bag and keep it more protected but I am sure I can find something to use Overall I really like this kit and think it s worth it just for the Mic,B07WJGRY7X,B08ZYMXVC8,AFLBMDZDIPCHMWWA7CXQXITPBJKA,1579111365947,0,False,0.0037,0.1441,0.8523
5.0,Great case. Super slippery,This case works great I drop my phone almost daily and it still look brand new under the case The only problem I have is the fact that they made this thing out of solid butter or something because it constantly slips out of my hand or slides off of my leg or even out of my pockets but it works great besides that,B07G7WY94D,B08PCJK5WK,AFUE7ZOAEPVWW2G7JPPSWK3WVCHA,1546877080445,0,True,0.0359,0.1064,0.8577
5.0,Five Stars,These are my favorite cases I use them for every phone in the house,B01A7ICWTQ,B01A7ICWTQ,AEF4W3TF3EIIVUBVTZQB3O5DRO4A,1496678134000,0,True,0.0036,0.013,0.9834
2.0,Not great,Prefer the pop socket better And the ring slowly changed from silver to a rose gold ish type color over about a month Sturdy but would not buy again,B07JZL1T66,B07JZL1T66,AEJ6JIXTFA7XGBRP4UJS7DTEEAPQ,1593582497964,0,True,0.2888,0.5093,0.2019
