rating,title,text,asin,parent_asin,user_id,timestamp,helpful_vote,verified_purchase,positive_sentiment,negative_sentiment,neutral_sentiment
5.0,OEM Quiet,Quiet easy install fit perfect fixed issue cheap enough,B07XV84N8L,B07XV84N8L,AEW22KKUUPQPSLO3EGQSC42TUH2A,1666208822558,0,True,0.0151,0.156,0.829
5.0,Five Stars,excellent,B000HJD9NE,B07P6FBDBM,AE5Z5GMIEY5KIPRCFHEBB6PO36WA,1423247145000,0,True,0.0105,0.0518,0.9378
5.0,needed part,was just what we needed to fix the problem,B07XGN7ZRG,B07XGN7ZRG,AHGJTICHARZXYJPOZDGLQSA3GSOQ,1629254341602,0,True,0.3325,0.5784,0.089
5.0,Five Stars,This product works great,B01FSMDK38,B07BWGY9VG,AE5WLPVH26ECLTY5H5WG2KR64X2A,1478093401000,0,False,0.0035,0.0139,0.9826
5.0,For the price it's great,It s cheap and not super well made but for it does what I need it to it looks fine in my house and does exactly what it s meant for,B000VYMXAU,B000VYMXAU,AGRFI5C436IEODHLYJW4R5QLF7FA,1610288398675,0,True,0.1131,0.3624,0.5245
5.0,Dishwasher magnet,Love it,B0814NGQHJ,B081K4Q6KQ,AEH3XLKB2XODZST7CTH67KU6OUEQ,1637559681980,0,True,0.017,0.0977,0.8853
5.0,Perfect fit and GREAT price!,Perfect for our ge front load Lifesaver Also shipped very quickly,B004IU0OEK,B004IU0OEK,AGV5NZ4S4BHNNMBKSVEPBWA64BXA,1441236365000,1,True,0.0036,0.0343,0.9621
1.0,AMAZON/ECOTOUCH FAILURE TO ACT,MISINFORMATION ABOUT PROPER GAUGE WIRE AND AMPS CIRCUIT BREAKER STATES TO USE AND DP BREAKER AFTER FULL INSTALL DISCOVERED MISTAKE br AMAZON PROMISED TO REMOVE AD X AMAZON MADE CUSTOMERS AT ELECTRICAL FAILURE DISAPPOINTED WITH BOTH ECTOUCH AMAZON Update the ad was removed for a very short period of time only to be replaced with a deep discounted replacement ad It would be interesting to know if any corrections in their printed manual were made,B07WGVJN8T,B0BVBHGGHY,AH6O6G6T42L6CSOJIZQH5QS7OVUQ,1576236247997,35,True,0.2846,0.6796,0.0358
5.0,Exact OEM match,Exact replacement for my OEM latch Prior one lasted years,B001DPY2C8,B001DPY2C8,AFEHHNEXR4RNKKGTHDYE5BHX6YLA,1583119941928,0,True,0.3227,0.5004,0.1769
5.0,Great product,Definitely worth the purchase,B09M7ZHGGN,B0BNPSLKLY,AFCKQCTI6IZIYMS6WIGFJKMWBZEA,1663314930195,0,False,0.0056,0.0269,0.9675
5.0,Good value,Fits perfectly and a pack costs the same as a single LG filter,B00NMLFRXY,B00NMLFRXY,AGIY3WBHRMCHOY2SY2527UBYGZWA,1455147263000,0,True,0.0114,0.1325,0.8562
